camp;id;FY;DMY;D-value;iNDF;NDF;WSC;Ncont;NU;OMD;valk;INDF;Nup
;40242;7224.264706;1965.0;73.0;;57.0;;;;79.39;17.7;;
;40243;7400.0;1961.0;71.7;;58.1;;;;78.01;18.3;;
;40244;8764.940239;2200.0;71.4;;56.8;;;;78.37;20.0;;
;40245;6907.063197;1858.0;72.0;;57.2;;;;78.89;17.7;;
;40246;6714.814815;1813.0;72.0;;56.8;;;;78.43;17.9;;
;40247;6551.601423;1841.0;71.9;;56.3;;;;78.4;17.9;;
;40248;8068.100358;2251.0;72.9;;56.8;;;;79.44;18.0;;
;40249;6866.438356;2005.0;71.8;;57.0;;;;78.01;16.4;;
;40250;8256.603774;2188.0;71.3;;57.1;;;;77.79;17.1;;
;40251;7735.714286;2166.0;71.9;;57.9;;;;78.15;17.8;;
;40252;9287.356322;2424.0;70.4;;59.7;;;;76.66;16.9;;
;40253;9037.174721;2431.0;71.7;;56.4;;;;78.0;18.0;;
;40254;8724.637681;2408.0;71.9;;57.6;;;;78.18;17.4;;
;40255;8542.553191;2409.0;71.6;;59.4;;;;77.43;16.6;;
;40256;7721.189591;2077.0;71.4;;57.5;;;;77.6;16.9;;
;40257;9589.353612;2522.0;71.6;;56.7;;;;78.44;19.3;;
;40258;8101.503759;2155.0;71.8;;56.3;;;;78.76;18.2;;
;40259;8756.457565;2373.0;72.3;;57.0;;;;78.44;16.2;;
;40260;7737.642586;2035.0;71.2;;58.1;;;;77.47;17.6;;
;40261;9065.1341;2366.0;72.6;;56.5;;;;79.13;18.9;;
;40262;7707.224335;2027.0;71.8;;55.9;;;;78.73;18.9;;
;40263;8377.777778;2262.0;71.8;;56.3;;;;78.3;18.3;;
;40264;7065.972222;2035.0;72.1;;57.2;;;;78.52;17.7;;
;40265;7402.097902;2117.0;72.6;;54.8;;;;79.72;18.4;;
;40266;8047.101449;2221.0;70.9;;57.5;;;;77.49;17.3;;
;40267;7723.021583;2147.0;72.4;;57.2;;;;79.15;17.8;;
;40268;7405.498282;2155.0;71.5;;58.3;;;;77.55;16.8;;
;40269;9428.571429;2640.0;71.6;;57.5;;;;77.79;17.1;;
;40270;7393.333333;2218.0;70.9;;59.1;;;;77.15;16.6;;
;40271;7880.546075;2309.0;71.5;;56.9;;;;77.96;17.2;;
;40272;7908.088235;2151.0;70.9;;56.9;;;;77.4;17.9;;
;40273;9428.015564;2423.0;70.8;;56.8;;;;77.77;17.7;;
;40274;7384.328358;1979.0;71.7;;56.0;;;;78.99;17.8;;
;40275;8756.653992;2303.0;72.1;;57.2;;;;78.77;17.3;;
;40276;8084.615385;2102.0;71.5;;57.1;;;;78.15;17.9;;
;40277;8562.264151;2269.0;72.8;;57.8;;;;79.2;18.2;;
;40278;9141.129032;2267.0;72.2;;55.6;;;;79.57;19.7;;
;40279;9717.557252;2546.0;72.3;;57.0;;;;79.07;17.8;;
;40280;8285.185185;2237.0;71.8;;58.2;;;;78.45;17.3;;
;40281;8725.274725;2382.0;72.1;;56.3;;;;78.8;17.5;;
;40282;9613.636364;2538.0;71.5;;57.4;;;;78.33;17.9;;
;40283;8215.753425;2399.0;70.1;;59.9;;;;76.81;17.1;;
;40284;7788.321168;2134.0;71.6;;58.6;;;;78.16;17.8;;
;40285;6730.639731;1999.0;72.1;;56.5;;;;78.97;17.7;;
;40286;7216.027875;2071.0;71.9;;57.0;;;;78.21;16.9;;
;40287;7087.108014;2034.0;71.5;;56.5;;;;78.07;17.8;;
;40288;6879.725086;2002.0;72.3;;56.7;;;;79.15;18.2;;
;40289;10051.3834;2543.0;70.3;;56.2;;;;77.68;18.2;;
;40290;9253.012048;2304.0;70.4;;57.4;;;;77.64;18.6;;
;40291;10378.37838;2688.0;70.5;;57.6;;;;77.76;17.5;;
;40292;9715.447154;2390.0;71.0;;55.7;;;;78.03;18.2;;
;40293;10136.18677;2605.0;71.7;;57.3;;;;78.85;18.6;;
;40294;11237.90323;2787.0;70.0;;58.3;;;;76.67;16.4;;
;40295;11104.41767;2765.0;70.9;;55.8;;;;77.97;18.3;;
;40296;9597.785978;2601.0;69.0;;57.5;;;;76.24;18.0;;
;40297;9884.057971;2728.0;71.9;;56.3;;;;78.68;19.1;;
;40298;7931.654676;2205.0;70.8;;56.9;;;;77.53;17.2;;
;40299;9054.744526;2481.0;71.5;;56.7;;;;78.48;18.0;;
;40300;8248.201439;2293.0;72.2;;55.1;;;;79.29;19.2;;
;40301;9416.666667;2599.0;72.0;;55.5;;;;78.72;17.8;;
;40302;7526.501767;2130.0;72.1;;56.4;;;;78.5;17.8;;
;40303;8905.797101;2458.0;71.7;;56.2;;;;78.41;17.7;;
;40304;8751.798561;2433.0;71.0;;56.9;;;;77.8;17.8;;
;40305;9288.973384;2443.0;70.0;;56.5;;;;77.52;18.4;;
;40306;7740.458015;2028.0;72.0;;56.6;;;;78.98;18.6;;
;40307;10414.44867;2739.0;70.8;;56.6;;;;77.71;17.8;;
;40308;9075.471698;2405.0;71.3;;57.2;;;;77.81;16.7;;
;40309;9716.475096;2536.0;70.4;;58.6;;;;77.09;18.0;;
;40310;9308.880309;2411.0;71.1;;57.8;;;;77.67;16.8;;
;40311;9873.605948;2656.0;71.0;;56.0;;;;77.8;17.9;;
;40312;10237.54789;2672.0;71.2;;58.0;;;;77.93;17.6;;
;40313;8584.837545;2378.0;71.9;;56.7;;;;78.67;17.8;;
;40314;8926.470588;2428.0;69.9;;59.5;;;;76.24;15.7;;
;40315;9233.333333;2493.0;71.1;;56.3;;;;77.84;18.4;;
;40316;8064.285714;2258.0;72.4;;57.9;;;;78.43;16.9;;
;40317;8853.896104;2727.0;71.0;;57.1;;;;77.0;17.0;;
;40318;8214.545455;2259.0;70.8;;57.6;;;;77.14;16.8;;
;40319;8013.986014;2292.0;72.2;;56.2;;;;78.98;17.5;;
;40320;8621.212121;2276.0;71.7;;55.6;;;;78.62;17.6;;
;40321;6684.210526;2032.0;71.4;;56.2;;;;77.86;17.4;;
;40322;6898.089172;2166.0;69.7;;57.5;;;;76.03;16.5;;
;40323;6951.612903;2155.0;71.8;;55.9;;;;77.94;16.9;;
;40324;6886.206897;1997.0;71.0;;57.6;;;;77.06;16.4;;
;40325;7361.111111;2120.0;69.0;;58.3;;;;75.55;18.0;;
;40326;8421.052632;2400.0;69.8;;57.8;;;;76.32;17.7;;
;40327;7569.579288;2339.0;70.8;;59.9;;;;76.27;15.9;;
;40328;8058.441558;2482.0;71.3;;57.8;;;;77.54;17.1;;
;40329;7825.949367;2473.0;70.9;;59.2;;;;76.64;17.0;;
;40330;8539.184953;2724.0;70.6;;57.8;;;;76.92;16.5;;
;40331;;;70.8;;58.5;;;;76.84;17.7;;
;40332;8561.904762;2697.0;70.3;;58.6;;;;76.55;17.3;;
;40333;6191.419142;1876.0;70.7;;56.7;;;;76.48;17.2;;
;40334;8082.278481;2554.0;68.4;;60.5;;;;74.05;15.7;;
;40335;8750.0;2485.0;68.8;;58.1;;;;74.79;17.4;;
;40336;7619.377163;2202.0;68.6;;58.7;;;;74.12;16.3;;
;40337;9080.985915;2579.0;69.2;;59.3;;;;74.47;16.1;;
;40338;7721.47651;2301.0;68.8;;57.7;;;;74.44;17.1;;
;40339;8569.536424;2588.0;68.8;;58.9;;;;74.6;17.0;;
;40340;7372.990354;2293.0;70.1;;58.6;;;;75.99;16.5;;
;40341;7707.482993;2266.0;71.0;;57.8;;;;76.85;16.2;;
;40342;8891.373802;2783.0;69.9;;59.3;;;;75.93;16.3;;
;40343;7713.815789;2345.0;70.6;;58.2;;;;76.98;16.2;;
;40344;7730.639731;2296.0;70.1;;58.4;;;;76.13;17.1;;
;40345;7871.621622;2330.0;70.7;;58.2;;;;76.92;16.2;;
;40346;8238.90785;2414.0;70.5;;57.4;;;;76.78;16.2;;
;40347;7555.921053;2297.0;70.4;;57.8;;;;76.58;17.6;;
;40348;6871.473354;2192.0;71.8;;57.0;;;;77.93;17.5;;
;40349;6725.856698;2159.0;71.4;;58.4;;;;77.23;16.0;;
;40350;7223.602484;2326.0;71.0;;57.3;;;;76.86;17.0;;
;40351;7173.633441;2231.0;70.7;;58.3;;;;76.72;16.8;;
;40352;7203.125;2305.0;69.8;;58.2;;;;76.24;17.3;;
;40353;6104.790419;2039.0;69.2;;57.0;;;;75.27;16.8;;
;40354;6762.5;2164.0;70.0;;58.3;;;;75.61;16.7;;
;40355;7570.491803;2309.0;69.8;;57.8;;;;75.27;16.9;;
;40356;7450.657895;2265.0;68.9;;58.4;;;;74.49;16.6;;
;40357;7367.697595;2144.0;70.3;;58.4;;;;75.95;16.8;;
;40358;7531.034483;2184.0;68.6;;58.9;;;;74.25;16.7;;
;40359;6839.009288;2209.0;70.0;;56.9;;;;75.68;17.5;;
;40360;8498.452012;2745.0;69.1;;59.5;;;;74.61;15.2;;
;40361;6689.320388;2067.0;70.6;;57.1;;;;77.09;17.1;;
;40362;8045.751634;2462.0;70.4;;58.3;;;;76.54;15.5;;
;40363;6059.405941;1836.0;71.8;;56.0;;;;78.43;17.6;;
;40364;7430.508475;2192.0;71.8;;56.1;;;;78.24;17.8;;
;40365;5910.891089;1791.0;70.4;;57.4;;;;76.8;16.0;;
;40366;8412.587413;2406.0;68.9;;58.8;;;;75.5;17.4;;
;40367;6212.698413;1957.0;72.1;;56.2;;;;78.71;17.6;;
;40368;7698.360656;2348.0;71.2;;57.6;;;;77.02;16.7;;
;40369;7336.633663;2223.0;70.6;;59.0;;;;76.47;16.2;;
;40370;7533.333333;2373.0;70.0;;59.1;;;;76.18;16.6;;
;40371;6187.311178;2048.0;71.3;;57.4;;;;77.14;16.0;;
;40372;5250.764526;1717.0;72.7;;55.9;;;;79.12;17.0;;
;40373;6444.444444;1914.0;71.6;;56.0;;;;77.42;16.9;;
;40374;7603.333333;2281.0;68.3;;60.2;;;;74.35;16.9;;
;40375;7236.30137;2113.0;69.3;;57.9;;;;75.51;17.5;;
;40376;8304.659498;2317.0;68.3;;59.2;;;;74.23;15.8;;
;40377;9006.756757;2666.0;70.5;;57.4;;;;76.31;17.0;;
;40378;6886.363636;2121.0;69.8;;57.6;;;;75.55;16.3;;
;40379;8194.117647;2786.0;70.5;;57.0;;;;76.08;15.7;;
;40380;8881.789137;2780.0;69.4;;58.8;;;;75.29;15.9;;
;40381;6193.333333;1858.0;70.7;;57.6;;;;77.4;17.6;;
;40382;7615.635179;2338.0;71.0;;58.1;;;;76.8;15.8;;
;40383;6895.27027;2041.0;71.0;;58.8;;;;76.91;16.1;;
;40384;6196.551724;1797.0;72.1;;57.2;;;;78.55;16.9;;
;40385;7786.713287;2227.0;70.8;;57.4;;;;76.77;16.1;;
;40386;7890.728477;2383.0;70.2;;58.3;;;;76.16;16.3;;
;40387;8728.476821;2636.0;71.7;;57.9;;;;77.67;16.9;;
;40388;6027.108434;2001.0;70.0;;58.4;;;;75.9;15.8;;
;40389;6467.692308;2102.0;71.5;;58.3;;;;77.25;16.8;;
;40390;6265.822785;1980.0;70.4;;58.5;;;;76.33;17.0;;
;40391;6740.506329;2130.0;70.8;;58.4;;;;77.0;16.3;;
;40392;6012.658228;1900.0;72.2;;59.6;;;;77.85;16.6;;
;40393;5731.861199;1817.0;70.3;;57.5;;;;76.09;16.2;;
;40394;7039.344262;2147.0;70.3;;57.2;;;;76.14;16.9;;
;40395;5435.37415;1598.0;70.7;;56.0;;;;76.41;16.5;;
;40396;8554.794521;2498.0;70.6;;57.7;;;;76.54;16.6;;
;40397;5717.948718;1784.0;70.6;;58.2;;;;75.98;15.1;;
;40398;7386.363636;2275.0;70.3;;58.6;;;;76.26;15.8;;
;40399;6203.125;1985.0;69.0;;58.2;;;;74.89;17.1;;
;40400;6191.044776;2074.0;68.9;;60.6;;;;74.24;15.2;;
;40401;7568.965517;2195.0;69.6;;57.5;;;;76.29;17.2;;
;40402;7392.226148;2092.0;70.9;;55.2;;;;77.97;18.0;;
;40403;7543.624161;2248.0;71.7;;57.1;;;;78.15;17.0;;
;40404;8903.448276;2582.0;70.1;;57.1;;;;76.47;17.7;;
;40405;7918.439716;2233.0;71.2;;56.5;;;;77.81;17.6;;
;40406;8402.640264;2546.0;69.6;;58.6;;;;75.7;16.5;;
;40407;8184.300341;2398.0;70.6;;59.1;;;;76.34;16.6;;
;40408;9396.666667;2819.0;70.6;;58.6;;;;76.71;17.0;;
;40409;6396.825397;2015.0;71.5;;58.6;;;;77.45;16.8;;
;40410;6636.645963;2137.0;70.6;;57.4;;;;76.28;17.1;;
;40411;7559.87055;2336.0;70.6;;58.8;;;;76.57;17.0;;
;40412;8425.324675;2595.0;70.4;;57.9;;;;76.52;16.7;;
;40413;8316.326531;2445.0;69.5;;59.7;;;;75.1;16.3;;
;40414;8104.895105;2318.0;69.9;;58.0;;;;75.76;17.0;;
;40415;7580.858086;2297.0;70.6;;58.1;;;;76.17;16.5;;
;40416;9531.914894;2688.0;68.3;;58.9;;;;74.22;17.5;;
;40417;8248.387097;2557.0;70.4;;57.3;;;;76.2;16.6;;
;40418;7183.544304;2270.0;70.5;;59.0;;;;76.46;16.7;;
;40419;7688.4273;2591.0;70.5;;56.4;;;;76.4;17.4;;
;40420;7017.094017;2463.0;71.1;;57.6;;;;77.0;17.1;;
;40421;6913.49481;1998.0;70.3;;58.6;;;;76.48;16.4;;
;40422;6918.918919;2048.0;71.4;;57.3;;;;77.68;16.9;;
;40423;7375.0;2242.0;71.6;;58.5;;;;77.6;15.8;;
;40424;8426.62116;2469.0;70.7;;56.6;;;;76.98;16.6;;
;40425;7229.72973;2140.0;71.0;;57.6;;;;77.27;16.3;;
;40426;6221.518987;1966.0;71.5;;56.9;;;;77.78;16.5;;
;40427;7879.478827;2419.0;71.9;;57.2;;;;77.85;16.9;;
;40428;7688.52459;2345.0;70.2;;58.2;;;;76.23;16.4;;
;40429;6659.163987;2071.0;71.6;;58.7;;;;77.34;16.9;;
;40430;7362.416107;2194.0;69.8;;59.8;;;;75.55;16.5;;
;40431;6713.826367;2088.0;70.1;;59.4;;;;75.43;15.4;;
;40432;6738.019169;2109.0;71.5;;58.1;;;;77.15;16.4;;
;40433;7122.977346;2201.0;70.4;;57.1;;;;76.35;17.3;;
;40434;6860.31746;2161.0;71.4;;56.2;;;;77.06;16.6;;
;40435;6565.079365;2068.0;70.5;;56.9;;;;76.24;17.3;;
;40436;8527.39726;2490.0;70.7;;57.3;;;;76.3;16.0;;
;40437;7545.454545;2324.0;71.7;;57.4;;;;78.05;17.6;;
;40438;7432.692308;2319.0;72.0;;57.2;;;;78.0;17.1;;
;40439;7226.229508;2204.0;69.7;;58.5;;;;75.12;16.6;;
;40440;6479.532164;2216.0;71.3;;58.1;;;;76.96;16.5;;
;40441;9740.875912;2669.0;69.4;;58.9;;;;76.02;16.5;;
;40442;8735.714286;2446.0;69.8;;57.3;;;;76.69;17.7;;
;40443;8551.495017;2574.0;71.0;;57.9;;;;77.14;16.9;;
;40444;7582.236842;2305.0;70.3;;57.0;;;;76.72;17.2;;
;40445;6577.181208;1960.0;71.1;;55.4;;;;77.68;17.4;;
;40446;8061.433447;2362.0;70.6;;56.0;;;;77.72;18.3;;
;40447;8897.689769;2696.0;71.7;;56.9;;;;77.54;17.8;;
;40448;7866.449511;2415.0;71.5;;56.2;;;;78.27;18.9;;
;40449;;;70.9;;59.8;;;;76.43;16.1;;
;40450;6713.815789;2041.0;71.6;;57.6;;;;77.89;18.5;;
;40451;6520.634921;2054.0;72.2;;56.5;;;;78.18;17.3;;
;40452;8074.918567;2479.0;71.5;;57.6;;;;77.41;17.1;;
;40453;7899.665552;2362.0;69.2;;58.0;;;;74.92;17.1;;
;40454;6729.813665;2167.0;69.9;;57.0;;;;75.65;16.7;;
;40455;7050.505051;2094.0;70.3;;57.9;;;;76.19;16.8;;
;40456;6545.454545;1944.0;70.4;;56.1;;;;76.02;16.2;;
;40457;6713.375796;2108.0;71.9;;57.6;;;;77.8;17.3;;
;40458;7215.686275;2208.0;72.5;;57.1;;;;78.71;17.3;;
;40459;7024.096386;2332.0;70.8;;57.1;;;;76.25;16.6;;
;40460;7752.873563;2698.0;70.9;;57.6;;;;76.78;16.4;;
;40461;9100.346021;2630.0;71.5;;56.3;;;;78.16;17.0;;
;40462;8067.375887;2275.0;70.3;;58.1;;;;76.8;16.5;;
;40463;10040.67797;2962.0;70.6;;58.4;;;;76.83;16.9;;
;40464;7405.594406;2118.0;69.9;;58.1;;;;75.9;17.0;;
;40465;8604.095563;2521.0;69.4;;58.8;;;;75.68;16.8;;
;40466;7893.992933;2234.0;70.9;;56.4;;;;77.24;16.5;;
;40467;8261.980831;2586.0;70.8;;59.1;;;;76.64;15.5;;
;40468;7544.871795;2354.0;70.6;;57.7;;;;76.66;16.2;;
;40469;7233.226837;2264.0;70.7;;59.5;;;;76.32;16.1;;
;40470;8198.697068;2517.0;70.5;;58.5;;;;76.23;15.9;;
;40471;8343.75;2403.0;69.8;;59.7;;;;75.89;17.2;;
;40472;7405.315615;2229.0;71.6;;57.2;;;;77.98;17.4;;
;40473;8576.791809;2513.0;68.9;;57.4;;;;74.96;17.5;;
;40474;7037.037037;2090.0;71.2;;55.4;;;;77.34;17.2;;
;40475;6863.057325;2155.0;70.8;;55.9;;;;77.07;17.7;;
;40476;7935.810811;2349.0;69.3;;57.9;;;;74.86;15.5;;
;40477;9140.893471;2660.0;69.8;;58.1;;;;76.32;16.7;;
;40478;7378.205128;2302.0;69.8;;57.5;;;;75.39;15.7;;
;40479;7822.222222;2464.0;69.3;;58.8;;;;74.89;16.8;;
;40480;7347.692308;2388.0;72.0;;55.9;;;;77.84;16.7;;
;40489;9964.426877;2521.0;70.5;;59.2;;;;76.74;18.1;;
;40490;11063.02521;2633.0;70.3;;60.0;;;;77.03;17.2;;
;40491;8779.026217;2344.0;70.7;;57.7;;;;76.79;17.7;;
;40492;8907.692308;2316.0;71.3;;58.6;;;;77.65;17.9;;
;40493;8758.503401;2575.0;70.9;;58.2;;;;77.26;17.1;;
;40494;8924.731183;2490.0;71.5;;58.9;;;;77.47;16.9;;
;40495;9256.055363;2675.0;70.4;;60.1;;;;76.04;16.4;;
;40496;9585.714286;2684.0;71.5;;57.1;;;;78.19;18.7;;
;40497;7225.913621;2175.0;71.8;;56.0;;;;78.34;17.9;;
;40498;8358.730159;2633.0;71.4;;58.1;;;;77.15;16.1;;
;40499;9035.842294;2521.0;72.7;;56.5;;;;78.73;17.9;;
;40500;8058.020478;2361.0;71.4;;56.1;;;;77.27;16.7;;
;40501;7691.0299;2315.0;72.0;;56.6;;;;77.83;17.9;;
;40502;8209.726444;2701.0;71.7;;57.0;;;;77.8;18.1;;
;40503;7390.0;2217.0;70.2;;59.0;;;;76.6;17.9;;
;40504;8263.843648;2537.0;71.3;;57.2;;;;77.56;17.3;;
;40505;7377.850163;2265.0;70.2;;59.9;;;;75.96;16.5;;
;40506;7503.424658;2191.0;70.7;;57.6;;;;77.25;18.3;;
;40507;7770.833333;2238.0;72.3;;56.9;;;;79.24;18.1;;
;40508;7069.204152;2043.0;72.7;;56.4;;;;79.13;18.1;;
;40517;6589.090909;1812.0;72.6;;57.2;;;;78.63;17.0;;
;40518;7536.49635;2065.0;72.3;;56.3;;;;78.78;17.5;;
;40519;8046.594982;2245.0;72.9;;55.6;;;;79.37;18.1;;
;40520;8263.94052;2223.0;71.7;;57.4;;;;77.34;17.8;;
;40521;8355.555556;2632.0;72.2;;56.4;;;;78.26;16.6;;
;40522;7711.267606;2190.0;72.1;;57.1;;;;78.29;18.4;;
;40523;7889.273356;2280.0;72.6;;57.1;;;;79.06;17.7;;
;40524;9085.409253;2553.0;71.7;;58.0;;;;77.71;16.6;;
;40525;9425.087108;2705.0;71.5;;58.1;;;;77.95;17.8;;
;40526;8849.122807;2522.0;72.3;;57.0;;;;79.51;17.6;;
;40527;8891.304348;2454.0;72.1;;57.5;;;;78.77;18.8;;
;40528;9378.472222;2701.0;73.7;;56.8;;;;80.33;19.1;;
;40529;9379.194631;2795.0;71.3;;58.0;;;;77.44;17.4;;
;40530;7712.57485;2576.0;71.5;;57.3;;;;77.54;17.4;;
;40531;8733.552632;2655.0;70.5;;60.0;;;;76.46;16.1;;
;40532;7580.0;2274.0;71.9;;56.7;;;;78.19;17.5;;
;40533;5700.0;1824.0;71.7;;59.0;;;;77.56;17.2;;
;40534;6732.026144;2060.0;72.9;;57.3;;;;79.24;18.4;;
;40535;6607.142857;2035.0;70.5;;60.3;;;;75.93;15.5;;
;40536;8017.667845;2269.0;73.3;;56.9;;;;80.13;18.0;;
;40545;8565.217391;2364.0;72.1;;59.0;;;;78.39;16.3;;
;40546;8243.636364;2267.0;72.2;;57.9;;;;79.04;17.4;;
;40547;8730.769231;2497.0;72.9;;58.0;;;;79.15;17.3;;
;40548;9616.236162;2606.0;70.4;;60.6;;;;76.49;16.2;;
;40549;8580.858086;2600.0;70.9;;59.7;;;;76.98;16.0;;
;40550;8224.489796;2418.0;72.1;;59.2;;;;77.9;16.8;;
;40551;9156.549521;2866.0;71.8;;58.7;;;;77.45;16.8;;
;40552;8272.727273;2366.0;72.6;;57.3;;;;78.71;17.1;;
;40553;8456.140351;2410.0;70.1;;60.4;;;;76.37;16.8;;
;40554;8548.172757;2573.0;70.2;;59.9;;;;76.43;16.9;;
;40555;8557.755776;2593.0;71.6;;57.7;;;;77.58;16.5;;
;40556;8566.433566;2450.0;71.6;;57.7;;;;78.17;17.8;;
;40557;8425.087108;2418.0;72.3;;58.4;;;;78.54;17.1;;
;40558;7568.862275;2528.0;70.6;;58.9;;;;75.93;14.7;;
;40559;7223.92638;2355.0;72.7;;55.5;;;;79.06;16.1;;
;40560;7532.679739;2305.0;72.7;;56.2;;;;79.23;17.8;;
;40561;7064.516129;2190.0;71.7;;56.8;;;;78.4;15.8;;
;40562;6892.156863;2109.0;73.6;;56.0;;;;80.23;18.2;;
;40563;7560.553633;2185.0;70.7;;59.8;;;;77.04;16.8;;
;40564;6076.190476;1914.0;72.9;;56.5;;;;79.21;17.3;;
;40573;5565.972222;1603.0;73.4;;58.1;;;;79.29;15.5;;
;40574;7240.143369;2020.0;71.3;;58.5;;;;77.31;16.3;;
;40575;6757.679181;1980.0;72.3;;56.8;;;;78.17;17.1;;
;40576;6044.827586;1753.0;72.0;;56.6;;;;77.96;16.1;;
;40577;5390.163934;1644.0;71.8;;58.6;;;;77.75;16.7;;
;40578;6759.075908;2048.0;71.6;;58.4;;;;78.26;17.1;;
;40579;7063.122924;2126.0;71.8;;58.3;;;;77.79;17.4;;
;40580;6889.273356;1991.0;72.8;;55.7;;;;79.05;18.4;;
;40581;5589.041096;1632.0;72.8;;57.4;;;;79.23;18.5;;
;40582;6215.753425;1815.0;72.3;;56.5;;;;79.03;18.2;;
;40583;6697.368421;2036.0;72.8;;55.8;;;;79.2;17.4;;
;40584;7178.451178;2132.0;73.3;;57.7;;;;79.57;17.0;;
;40585;6885.245902;2100.0;73.9;;57.1;;;;79.75;17.0;;
;40586;7222.222222;2210.0;73.4;;57.0;;;;79.8;18.0;;
;40587;5081.570997;1682.0;73.1;;57.3;;;;79.02;16.9;;
;40588;5858.895706;1910.0;71.3;;56.7;;;;77.87;17.7;;
;40589;6730.263158;2046.0;72.1;;56.0;;;;78.93;17.5;;
;40590;6003.215434;1867.0;71.7;;58.2;;;;78.54;17.7;;
;40591;6214.788732;1765.0;72.5;;58.7;;;;78.81;16.1;;
;40592;5547.540984;1692.0;72.9;;58.1;;;;79.06;17.3;;
;40601;8419.354839;2349.0;72.2;;58.9;;;;78.03;17.4;;
;40602;7736.842105;2205.0;72.4;;57.2;;;;78.58;17.5;;
;40603;7386.524823;2083.0;73.4;;55.2;;;;79.73;18.3;;
;40604;7247.42268;2109.0;73.4;;56.2;;;;79.68;17.6;;
;40605;5397.350993;1630.0;72.3;;55.5;;;;78.42;16.4;;
;40606;6715.719064;2008.0;73.1;;55.7;;;;79.7;18.8;;
;40607;6893.333333;2068.0;71.2;;58.6;;;;76.89;16.8;;
;40608;6581.632653;1935.0;73.6;;55.1;;;;80.54;18.5;;
;40609;7549.342105;2295.0;74.1;;54.9;;;;80.63;18.5;;
;40610;6440.789474;1958.0;73.8;;55.1;;;;79.51;17.3;;
;40611;6707.070707;1992.0;74.3;;54.9;;;;80.75;20.1;;
;40612;6514.851485;1974.0;73.4;;54.6;;;;79.88;19.1;;
;40613;4899.676375;1514.0;72.8;;55.9;;;;79.13;17.8;;
;40614;6536.363636;2157.0;73.7;;55.2;;;;80.41;18.6;;
;40615;7208.074534;2321.0;73.6;;55.0;;;;80.31;19.2;;
;40616;7372.8223;2116.0;72.9;;56.7;;;;79.17;18.3;;
;40617;6024.316109;1982.0;73.3;;56.3;;;;79.74;17.8;;
;40618;6361.63522;2023.0;73.3;;55.8;;;;79.73;18.5;;
;40619;6869.009585;2150.0;73.4;;55.7;;;;79.48;18.0;;
;40620;6818.181818;2025.0;71.7;;57.9;;;;77.85;17.9;;
;40630;7545.454545;2075.0;72.6;;56.0;;;;79.05;18.2;;
;40631;7586.956522;2094.0;72.7;;55.5;;;;78.96;18.2;;
;40632;7129.62963;1925.0;72.8;;57.7;;;;79.26;18.1;;
;40633;8397.350993;2536.0;72.8;;56.9;;;;79.1;17.7;;
;40634;7513.333333;2254.0;71.2;;58.8;;;;77.33;17.0;;
;40635;7910.0;2373.0;71.5;;59.5;;;;77.24;17.1;;
;40636;7388.69258;2091.0;71.3;;57.2;;;;77.68;17.5;;
;40637;6016.18123;1859.0;73.4;;56.2;;;;79.48;18.3;;
;40638;6251.655629;1888.0;73.5;;56.7;;;;79.77;16.7;;
;40639;7718.032787;2354.0;72.0;;57.3;;;;78.14;17.6;;
;40640;6902.28013;2119.0;71.8;;56.3;;;;77.97;17.8;;
;40641;7715.654952;2415.0;72.4;;57.4;;;;78.15;16.5;;
;40642;6904.458599;2168.0;72.4;;56.7;;;;78.61;17.7;;
;40643;7381.818182;2436.0;73.8;;56.9;;;;79.9;17.9;;
;40644;6840.83045;1977.0;72.8;;57.4;;;;79.13;18.5;;
;40645;6216.666667;1865.0;72.5;;58.8;;;;78.42;16.5;;
;40646;7723.127036;2371.0;72.7;;57.4;;;;79.12;17.8;;
;40647;7190.972222;2071.0;73.2;;56.6;;;;79.15;17.6;;
;40648;6730.639731;1999.0;73.6;;54.8;;;;80.36;20.3;;
;40658;7581.673307;1903.0;72.1;;55.4;;;;79.45;19.8;;
;40659;7589.090909;2087.0;72.8;;57.2;;;;78.98;17.4;;
;40660;7260.714286;2033.0;72.5;;57.1;;;;78.96;17.7;;
;40661;8250.0;2343.0;72.1;;56.3;;;;78.76;18.5;;
;40662;8631.034483;2503.0;71.7;;57.2;;;;77.75;16.7;;
;40663;7718.954248;2362.0;72.3;;56.9;;;;78.59;16.9;;
;40664;7255.244755;2075.0;72.3;;56.1;;;;78.89;18.7;;
;40665;8249.158249;2450.0;72.7;;56.5;;;;79.11;19.0;;
;40666;8228.571429;2304.0;72.1;;55.8;;;;79.08;18.8;;
;40667;8677.852349;2586.0;72.5;;55.6;;;;78.51;17.5;;
;40668;7172.757475;2159.0;72.6;;55.8;;;;79.18;18.1;;
;40669;7852.842809;2348.0;73.0;;55.8;;;;79.09;17.5;;
;40670;8689.655172;2520.0;72.7;;55.9;;;;79.54;19.2;;
;40671;8025.641026;2504.0;72.9;;55.9;;;;79.53;18.1;;
;40672;7545.454545;2241.0;72.6;;56.3;;;;78.82;18.8;;
;40673;7899.350649;2433.0;71.0;;58.9;;;;77.05;16.4;;
;40674;8082.474227;2352.0;71.8;;57.4;;;;77.93;17.8;;
;40675;8429.032258;2613.0;72.9;;55.2;;;;79.4;17.5;;
;40676;9085.324232;2662.0;70.6;;61.1;;;;76.78;16.7;;
