camp;id;FY;DMY;D-value;iNDF;NDF;WSC;Ncont;NU;OMD;valk;INDF;Nup
;40686;7394.557823;2174.0;73.5;;55.8;;;;79.66;17.0;;
;40687;8294.339623;2198.0;72.9;;57.2;;;;79.76;18.1;;
;40688;8796.428571;2463.0;72.2;;58.2;;;;78.28;16.0;;
;40689;6320.121951;2073.0;73.7;;55.9;;;;79.72;17.0;;
;40690;8434.027778;2429.0;70.7;;59.2;;;;77.08;17.4;;
;40691;8841.614907;2847.0;72.7;;56.9;;;;78.55;17.1;;
;40692;7552.631579;2296.0;72.0;;57.1;;;;78.75;16.6;;
;40693;7554.421769;2221.0;73.1;;55.7;;;;78.96;16.8;;
;40694;7710.884354;2267.0;72.2;;56.2;;;;78.06;15.8;;
;40695;8028.268551;2272.0;72.4;;55.5;;;;79.43;18.9;;
;40696;8831.61512;2570.0;70.5;;59.0;;;;76.83;16.4;;
;40697;8743.772242;2457.0;71.6;;57.7;;;;78.06;17.2;;
;40698;8057.823129;2369.0;73.1;;55.7;;;;79.81;17.9;;
;40699;7393.292683;2425.0;73.1;;57.5;;;;78.83;17.0;;
;40700;5709.265176;1787.0;72.1;;57.8;;;;78.91;17.2;;
;40701;6756.666667;2027.0;73.0;;56.3;;;;79.76;17.9;;
;40702;6412.140575;2007.0;73.0;;57.2;;;;78.74;15.5;;
;40703;6061.488673;1873.0;73.0;;56.8;;;;79.72;18.2;;
;40704;7088.607595;2240.0;70.7;;58.6;;;;76.83;16.6;;
;50111;5966.666667;1605.0;708.0;;554.0;209.0;1.472;;;;;
;50112;19400.0;4186.0;679.0;;595.0;106.0;1.952;;;;;
;50113;23800.0;4843.0;674.0;;606.0;94.0;2.208;;;;;
;50114;24300.0;4732.0;688.0;;580.0;90.0;2.64;;;;;
;50115;24583.33333;5015.0;674.0;;593.0;95.0;2.416;;;;;
;50121;9033.333333;2290.0;697.0;;584.0;186.0;1.376;;;;;
;50122;24400.0;4782.0;683.0;;600.0;99.0;2.032;;;;;
;50123;24500.0;4784.0;676.0;;588.0;93.0;2.336;;;;;
;50124;24516.66667;5001.0;684.0;;575.0;95.0;2.64;;;;;
;50125;24633.33333;4908.0;692.0;;565.0;83.0;2.88;;;;;
;50131;18866.66667;3071.0;689.0;;593.0;111.0;1.904;;;;;
;50132;18083.33333;3829.0;669.0;;626.0;107.0;1.68;;;;;
;50133;25883.33333;4911.0;680.0;;611.0;68.0;2.368;;;;;
;50134;24633.33333;4908.0;685.0;;603.0;92.0;2.224;;;;;
;50135;25283.33333;4835.0;675.0;;596.0;89.0;2.528;;;;;
;50211;5316.666667;1412.0;713.0;;546.0;219.0;1.44;;;;;
;50212;21483.33333;4501.0;663.0;;632.0;113.0;1.6;;;;;
;50213;24033.33333;4699.0;679.0;;599.0;81.0;2.48;;;;;
;50214;24833.33333;4613.0;694.0;;568.0;85.0;2.896;;;;;
;50215;24450.0;4603.0;698.0;;566.0;76.0;2.992;;;;;
;50221;9350.0;2389.0;705.0;;557.0;191.0;1.552;;;;;
;50222;23350.0;4688.0;670.0;;613.0;97.0;1.872;;;;;
;50223;24950.0;4946.0;693.0;;595.0;91.0;2.432;;;;;
;50224;25633.33333;4934.0;681.0;;597.0;92.0;2.496;;;;;
;50225;25283.33333;5082.0;696.0;;578.0;86.0;2.864;;;;;
;50231;19816.66667;4275.0;677.0;;637.0;121.0;1.552;;;;;
;50232;19383.33333;4066.0;670.0;;627.0;107.0;1.696;;;;;
;50233;23500.0;4677.0;668.0;;625.0;88.0;1.952;;;;;
;50234;25066.66667;4857.0;688.0;;583.0;95.0;2.512;;;;;
;50235;24800.0;4873.0;686.0;;593.0;89.0;2.624;;;;;
;50311;7016.666667;1823.0;712.0;;548.0;202.0;1.488;;;;;
;50312;23483.33333;4691.0;678.0;;622.0;98.0;1.792;;;;;
;50313;25416.66667;4912.0;678.0;;615.0;100.0;1.984;;;;;
;50314;23250.0;4342.0;690.0;;587.0;83.0;2.56;;;;;
;50315;25583.33333;4944.0;693.0;;588.0;88.0;2.688;;;;;
;50321;10016.66667;2494.0;705.0;;568.0;190.0;1.44;;;;;
;50322;24750.0;4931.0;662.0;;622.0;91.0;1.792;;;;;
;50323;24900.0;4675.0;680.0;;601.0;88.0;2.384;;;;;
;50324;26016.66667;4833.0;690.0;;580.0;80.0;2.72;;;;;
;50325;26400.0;4811.0;688.0;;587.0;79.0;2.912;;;;;
;50331;18450.0;3824.0;705.0;;604.0;97.0;2.064;;;;;
;50332;20850.0;4222.0;687.0;;619.0;89.0;2.0;;;;;
;50333;24950.0;4753.0;661.0;;638.0;82.0;1.952;;;;;
;50334;25250.0;5145.0;708.0;;569.0;84.0;2.656;;;;;
;50335;24216.66667;4886.0;694.0;;594.0;93.0;2.528;;;;;
;50411;7500.0;1851.0;716.0;;553.0;208.0;1.408;;;;;
;50412;23916.66667;4753.0;679.0;;637.0;118.0;1.504;;;;;
;50413;25583.33333;5021.0;691.0;;598.0;98.0;2.288;;;;;
;50414;25600.0;5069.0;687.0;;594.0;96.0;2.48;;;;;
;50415;24933.33333;4769.0;698.0;;594.0;85.0;2.624;;;;;
;50421;11083.33333;2710.0;712.0;;577.0;188.0;1.456;;;;;
;50422;25000.0;4950.0;695.0;;607.0;113.0;1.92;;;;;
;50423;25133.33333;4951.0;685.0;;613.0;93.0;2.144;;;;;
;50424;26633.33333;4834.0;708.0;;569.0;92.0;2.928;;;;;
;50425;24633.33333;4551.0;710.0;;577.0;83.0;2.96;;;;;
;50431;17216.66667;3616.0;680.0;;614.0;97.0;1.904;;;;;
;50432;18200.0;3795.0;690.0;;614.0;105.0;1.888;;;;;
;50433;17700.0;3297.0;688.0;;621.0;92.0;2.112;;;;;
;50434;24850.0;4970.0;691.0;;598.0;100.0;2.384;;;;;
;50435;25566.66667;4934.0;707.0;;579.0;85.0;2.864;;;;;
;60111;375.0;127.622449;679.0;;521.0;162.0;2.096;;;;;
;60112;4758.333333;1127.442615;720.0;;512.0;175.0;2.288;;;;;
;60113;7358.333333;1535.972715;718.0;;501.0;153.0;2.512;;;;;
;60114;10058.33333;1816.231845;717.0;;517.0;112.0;2.848;;;;;
;60115;11783.33333;2009.495633;726.0;;513.0;105.0;3.168;;;;;
;60121;958.3333333;269.1573947;713.0;;502.0;147.0;2.416;;;;;
;60122;7333.333333;1654.851057;723.0;;511.0;161.0;2.304;;;;;
;60123;10000.0;1905.691825;720.0;;520.0;149.0;2.48;;;;;
;60124;13508.33333;2333.437097;705.0;;529.0;101.0;2.864;;;;;
;60125;12750.0;2133.479316;715.0;;513.0;99.0;3.264;;;;;
;60131;2925.0;734.7220671;717.0;;508.0;151.0;2.448;;;;;
;60132;7083.333333;1505.365275;707.0;;513.0;131.0;2.688;;;;;
;60133;10708.33333;2190.890225;706.0;;515.0;141.0;2.496;;;;;
;60134;13166.66667;2388.860779;712.0;;522.0;113.0;2.832;;;;;
;60135;11508.33333;2063.463446;717.0;;508.0;109.0;3.136;;;;;
;60211;1683.333333;481.1316889;697.0;;511.0;170.0;2.256;;;;;
;60212;5666.666667;1258.47183;723.0;;509.0;169.0;2.336;;;;;
;60213;7691.666667;1555.229656;711.0;;515.0;137.0;2.672;;;;;
;60214;9325.0;1658.604985;719.0;;511.0;121.0;2.992;;;;;
;60215;11550.0;1930.292066;708.0;;521.0;86.0;3.184;;;;;
;60221;1475.0;394.735271;696.0;;518.0;137.0;2.352;;;;;
;60222;6900.0;1486.683292;713.0;;532.0;156.0;2.192;;;;;
;60223;10433.33333;2067.914794;708.0;;524.0;131.0;2.624;;;;;
;60224;12083.33333;2145.127453;713.0;;529.0;95.0;3.008;;;;;
;60225;12625.0;2044.228397;701.0;;528.0;73.0;3.472;;;;;
;60231;3066.666667;757.6649359;715.0;;508.0;148.0;2.544;;;;;
;60232;6666.666667;1444.277861;712.0;;514.0;146.0;2.336;;;;;
;60233;10858.33333;2094.085188;713.0;;516.0;126.0;2.704;;;;;
;60234;10900.0;1892.924925;702.0;;523.0;102.0;2.928;;;;;
;60235;12583.33333;2276.445111;717.0;;512.0;106.0;3.168;;;;;
;60311;1100.0;306.3523454;702.0;;512.0;168.0;2.224;;;;;
;60312;4991.666667;1197.451739;719.0;;499.0;170.0;2.272;;;;;
;60313;8150.0;1656.457014;728.0;;508.0;148.0;2.624;;;;;
;60314;10983.33333;1969.044021;716.0;;521.0;112.0;3.008;;;;;
;60315;9933.333333;1820.946175;726.0;;495.0;116.0;3.168;;;;;
;60321;1841.666667;498.765586;732.0;;512.0;172.0;2.304;;;;;
;60322;8600.0;1841.170848;715.0;;509.0;164.0;2.256;;;;;
;60323;9858.333333;1905.780549;718.0;;504.0;118.0;3.04;;;;;
;60324;10891.66667;1959.637209;718.0;;510.0;102.0;3.2;;;;;
;60325;11641.66667;2046.88849;720.0;;514.0;143.0;2.4;;;;;
;60331;4083.333333;979.5508542;726.0;;527.0;149.0;2.4;;;;;
;60332;10250.0;2136.487461;715.0;;529.0;108.0;2.736;;;;;
;60333;11566.66667;2136.096364;716.0;;510.0;96.0;3.328;;;;;
;60334;10666.66667;1880.319202;701.0;;518.0;83.0;3.248;;;;;
;60335;13858.33333;2399.698152;713.0;;518.0;171.0;2.24;;;;;
;60411;1525.0;431.3609515;725.0;;513.0;171.0;2.336;;;;;
;60412;5666.666667;1246.045371;729.0;;513.0;168.0;2.288;;;;;
;60413;9666.666667;1943.499264;711.0;;519.0;136.0;2.592;;;;;
;60414;10700.0;2060.877466;711.0;;506.0;139.0;2.832;;;;;
;60415;11416.66667;2075.23799;727.0;;498.0;121.0;3.024;;;;;
;60421;2583.333333;653.9373313;712.0;;513.0;150.0;2.416;;;;;
;60422;6733.333333;1523.034741;723.0;;517.0;169.0;2.224;;;;;
;60423;11000.0;2063.325;710.0;;512.0;111.0;2.768;;;;;
;60424;11633.33333;2075.512244;721.0;;506.0;117.0;3.024;;;;;
;60425;11625.0;2078.578181;716.0;;515.0;100.0;3.088;;;;;
;60431;3850.0;868.2764371;718.0;;513.0;129.0;2.672;;;;;
;60432;8541.666667;1763.240052;714.0;;519.0;143.0;2.416;;;;;
;60433;11575.0;1928.400051;733.0;;508.0;119.0;2.96;;;;;
;60434;11450.0;2046.48028;722.0;;511.0;109.0;3.104;;;;;
;60435;11250.0;1938.816121;717.0;;510.0;97.0;3.264;;;;;
;70001;5784.0;2059.0;668.0;;497.0;174.0;19.04;;;;84.0;39.0
;70002;6427.0;2243.0;664.0;;500.0;179.0;20.8;;;;91.0;47.0
;70003;13167.0;4569.0;664.0;;519.0;156.0;20.16;;;;89.0;92.0
;70004;9843.0;3130.0;668.0;;494.0;167.0;19.84;;;;85.0;62.0
;70005;8602.0;2942.0;657.0;;521.0;157.0;20.8;;;;95.0;61.0
;70006;11103.0;3875.0;650.0;;527.0;163.0;19.36;;;;102.0;75.0
;70007;10393.0;3627.0;668.0;;510.0;160.0;20.48;;;;87.0;74.0
;70008;10849.0;3450.0;668.0;;494.0;167.0;19.84;;;;85.0;68.0
;70009;8419.0;2997.0;668.0;;497.0;174.0;19.04;;;;84.0;57.0
;70010;11742.0;4098.0;668.0;;510.0;160.0;20.48;;;;87.0;84.0
;70011;9814.0;3425.0;664.0;;500.0;179.0;20.8;;;;91.0;71.0
;70012;16167.0;5610.0;664.0;;519.0;156.0;20.16;;;;89.0;113.0
;70013;18023.0;6290.0;650.0;;527.0;163.0;19.36;;;;102.0;122.0
;70014;15126.0;5173.0;657.0;;521.0;157.0;20.8;;;;95.0;108.0
;70015;14541.0;4973.0;657.0;;521.0;157.0;20.8;;;;95.0;103.0
;70016;12296.0;3910.0;668.0;;494.0;167.0;19.84;;;;85.0;78.0
;70017;11867.0;4118.0;664.0;;519.0;156.0;20.16;;;;89.0;83.0
;70018;11371.0;4048.0;668.0;;497.0;174.0;19.04;;;;84.0;77.0
;70019;18052.0;6300.0;650.0;;527.0;163.0;19.36;;;;102.0;122.0
;70020;10341.0;3609.0;664.0;;500.0;179.0;20.8;;;;91.0;75.0
;70021;17049.0;5950.0;668.0;;510.0;160.0;20.48;;;;87.0;122.0
;70101;11258.0;3400.0;673.0;;501.0;183.0;21.28;;;;79.0;72.0
;70102;10280.0;3125.0;677.0;;505.0;153.0;22.24;;;;67.0;70.0
;70103;10167.0;3050.0;678.0;;509.0;145.0;23.36;;;;66.0;71.0
;70104;12248.0;3650.0;684.0;;513.0;150.0;22.4;;;;64.0;82.0
;70105;10709.0;3234.0;670.0;;509.0;177.0;21.12;;;;78.0;68.0
;70106;16166.0;4688.0;668.0;;513.0;163.0;23.68;;;;67.0;111.0
;70107;17340.0;5150.0;682.0;;503.0;156.0;22.56;;;;66.0;116.0
;70108;12829.0;3900.0;678.0;;508.0;141.0;23.2;;;;63.0;90.0
;70109;18876.0;5644.0;680.0;;508.0;182.0;19.84;;;;69.0;112.0
;70110;10974.0;3391.0;663.0;;518.0;169.0;20.64;;;;81.0;70.0
;70111;12891.0;3893.0;668.0;;528.0;130.0;23.52;;;;75.0;92.0
;70112;12336.0;3750.0;677.0;;505.0;153.0;22.24;;;;67.0;83.0
;70113;15586.0;4707.0;668.0;;528.0;130.0;23.52;;;;75.0;111.0
;70114;22331.0;6677.0;680.0;;508.0;182.0;19.84;;;;69.0;132.0
;70115;14238.0;4300.0;670.0;;509.0;177.0;21.12;;;;78.0;91.0
;70116;20034.0;5950.0;682.0;;503.0;156.0;22.56;;;;66.0;134.0
;70117;13421.0;4053.0;673.0;;501.0;183.0;21.28;;;;79.0;86.0
;70118;13322.0;4050.0;678.0;;508.0;141.0;23.2;;;;63.0;94.0
;70119;13735.0;4093.0;684.0;;513.0;150.0;22.4;;;;64.0;92.0
;70120;19300.0;5597.0;668.0;;513.0;163.0;23.68;;;;67.0;133.0
;70121;13000.0;3900.0;678.0;;509.0;145.0;23.36;;;;66.0;91.0
;70122;12136.0;3750.0;663.0;;518.0;169.0;20.64;;;;81.0;77.0
;70123;17930.0;5415.0;668.0;;528.0;130.0;23.52;;;;75.0;127.0
;70124;15523.0;4688.0;670.0;;509.0;177.0;21.12;;;;78.0;99.0
;70125;13909.0;4298.0;663.0;;518.0;169.0;20.64;;;;81.0;89.0
;70126;15300.0;4590.0;678.0;;509.0;145.0;23.36;;;;66.0;107.0
;70127;25806.0;7716.0;680.0;;508.0;182.0;19.84;;;;69.0;153.0
;70128;22241.0;6450.0;668.0;;513.0;163.0;23.68;;;;67.0;153.0
;70129;14584.0;4346.0;684.0;;513.0;150.0;22.4;;;;64.0;97.0
;70130;20875.0;6200.0;682.0;;503.0;156.0;22.56;;;;66.0;140.0
;70131;12361.0;3733.0;673.0;;501.0;183.0;21.28;;;;79.0;79.0
;70132;11405.0;3467.0;678.0;;508.0;141.0;23.2;;;;63.0;80.0
;70133;10398.0;3161.0;677.0;;505.0;153.0;22.24;;;;67.0;70.0
;80193;13095.56314;3837.0;71.0;;54.8;;;;75.7;15.2;;
;80194;15108.97436;4714.0;70.6;;56.6;;;;74.91;13.6;;
;80195;11127.72586;3572.0;71.2;;55.9;;;;75.41;13.1;;
;80196;17092.71523;5162.0;70.3;;56.4;;;;74.51;14.1;;
;80197;13159.86395;3869.0;71.1;;55.9;;;;75.4;14.1;;
;80198;14661.12957;4413.0;70.2;;57.2;;;;74.34;12.9;;
;80199;11163.52201;3550.0;70.7;;56.8;;;;75.36;12.4;;
;80200;15259.01639;4654.0;71.1;;56.3;;;;75.53;14.0;;
;80201;10455.97484;3325.0;72.2;;56.3;;;;76.22;12.8;;
;80202;15156.05096;4759.0;72.5;;54.9;;;;76.89;14.0;;
;80203;10987.42138;3494.0;71.0;;56.2;;;;75.37;12.9;;
;80204;14601.24611;4687.0;70.3;;57.6;;;;74.64;12.7;;
;80205;12252.39617;3835.0;70.8;;55.9;;;;75.49;14.5;;
;80206;14161.90476;4461.0;72.0;;55.6;;;;75.81;12.3;;
;80207;11448.27586;3652.0;71.2;;54.7;;;;75.82;14.4;;
;80208;13617.46988;4521.0;72.1;;54.3;;;;76.31;13.7;;
;80209;11771.875;3767.0;70.6;;55.9;;;;75.11;13.8;;
;80210;15102.40964;5014.0;71.2;;55.1;;;;75.55;14.1;;
;80211;13448.91641;4344.0;70.9;;57.1;;;;75.02;13.1;;
;80212;14408.80503;4582.0;70.9;;56.0;;;;75.41;13.7;;
;80213;12858.93417;4102.0;71.7;;55.4;;;;75.9;12.5;;
;80214;17175.49669;5187.0;69.0;;57.0;;;;73.51;13.4;;
;80215;12952.97806;4132.0;70.9;;55.0;;;;75.65;13.6;;
;80216;17110.74919;5253.0;69.3;;56.9;;;;73.81;12.4;;
;80217;11320.12195;3713.0;72.3;;54.9;;;;76.48;13.6;;
;80218;15786.88525;4815.0;71.5;;55.1;;;;76.06;14.5;;
;80219;13244.44444;4172.0;70.8;;56.0;;;;74.83;13.4;;
;80220;16960.52632;5156.0;70.5;;56.2;;;;75.0;13.7;;
;80221;13263.15789;4284.0;71.9;;55.8;;;;76.42;13.7;;
;80222;15782.05128;4924.0;71.3;;55.5;;;;75.78;13.8;;
;80223;12907.93651;4066.0;71.2;;56.3;;;;75.81;13.0;;
;80224;15757.47508;4743.0;69.4;;56.9;;;;73.88;12.6;;
;80225;15109.32476;4699.0;70.5;;57.8;;;;74.71;12.7;;
;80226;16458.86076;5201.0;70.1;;56.2;;;;74.59;14.3;;
;80227;14655.94855;4558.0;71.9;;55.2;;;;76.41;13.4;;
;80228;15954.09836;4866.0;68.8;;59.0;;;;73.07;13.5;;
;80229;13159.74441;4119.0;70.9;;56.5;;;;75.13;12.3;;
;80230;16308.19672;4974.0;70.2;;57.0;;;;74.65;13.2;;
;80231;13122.97735;4055.0;71.9;;54.8;;;;76.39;14.7;;
;80232;16612.12121;5482.0;71.4;;55.8;;;;75.43;12.9;;
;80233;13490.44586;4236.0;69.7;;57.1;;;;73.51;12.0;;
;80234;18145.76271;5353.0;70.0;;57.5;;;;74.48;13.2;;
;80235;14944.25087;4289.0;70.8;;56.9;;;;74.92;12.9;;
;80236;17430.42071;5386.0;71.6;;55.0;;;;76.03;13.6;;
;80237;15091.5493;4286.0;71.7;;56.5;;;;76.04;13.6;;
;80238;16074.76636;5160.0;70.3;;55.5;;;;74.97;13.0;;
;80239;13141.93548;4074.0;70.7;;55.7;;;;75.23;12.6;;
;80240;17372.61146;5455.0;71.0;;54.4;;;;75.95;15.8;;
;80241;14946.875;4783.0;71.6;;56.4;;;;75.69;13.4;;
;80242;14595.39474;4437.0;70.1;;56.6;;;;74.43;14.3;;
;80243;14899.68652;4753.0;69.9;;57.8;;;;74.41;13.2;;
;80244;15950.65789;4849.0;69.4;;58.6;;;;73.22;12.3;;
;80245;16189.87342;5116.0;70.5;;56.8;;;;74.97;12.9;;
;80246;15823.34385;5016.0;70.2;;57.5;;;;73.65;12.9;;
;80247;14950.0;5083.0;72.2;;57.4;;;;75.85;11.8;;
;80248;14624.2236;4709.0;70.5;;56.8;;;;74.95;13.7;;
;80249;14777.08978;4773.0;72.4;;53.9;;;;77.03;14.0;;
;80250;14837.66234;4570.0;70.6;;56.9;;;;74.9;13.0;;
;80251;13754.71698;4374.0;70.5;;57.3;;;;74.71;12.9;;
;80252;15819.67213;4825.0;70.0;;56.8;;;;74.26;12.3;;
;80253;15895.06173;5150.0;70.4;;57.0;;;;74.78;13.3;;
;80254;16059.74843;5107.0;72.1;;56.4;;;;75.99;13.0;;
;80255;13410.82803;4211.0;72.1;;57.3;;;;75.43;11.9;;
;80256;14737.17949;4598.0;70.7;;54.3;;;;75.39;13.3;;
;80257;13410.59603;4050.0;69.4;;57.1;;;;73.74;13.2;;
;80258;15009.96678;4518.0;69.2;;58.0;;;;73.49;12.0;;
;80259;11784.19453;3877.0;72.3;;54.8;;;;76.42;13.6;;
;80260;15102.89389;4697.0;70.7;;56.3;;;;74.89;13.4;;
;80261;15143.30218;4861.0;70.8;;56.6;;;;74.86;13.0;;
;80262;16459.80707;5119.0;70.8;;56.1;;;;75.32;13.3;;
;80263;11295.85799;3818.0;70.7;;57.4;;;;74.87;12.4;;
;80264;14628.83436;4769.0;70.1;;57.7;;;;74.35;11.4;;
;80265;12137.72455;4054.0;72.3;;55.5;;;;76.43;12.5;;
;80266;18293.37539;5799.0;71.3;;56.4;;;;75.54;12.7;;
;80267;14006.34921;4412.0;69.8;;56.8;;;;74.21;12.8;;
;80268;14900.29326;5081.0;71.3;;56.7;;;;75.39;12.3;;
;80269;12431.25;3978.0;70.8;;56.3;;;;75.08;12.7;;
;80270;16557.69231;5166.0;70.0;;58.0;;;;74.11;12.2;;
;80271;12951.76849;4028.0;72.4;;53.1;;;;77.03;14.0;;
;80272;17425.32468;5367.0;70.1;;57.9;;;;74.18;13.1;;
;80273;12130.57325;3809.0;71.9;;54.7;;;;76.42;14.5;;
;80274;16141.93548;5004.0;70.2;;56.1;;;;74.64;13.5;;
;80275;10968.55346;3488.0;71.2;;56.5;;;;74.99;11.9;;
;80276;14813.6646;4770.0;69.8;;56.8;;;;73.91;13.1;;
;80277;11954.26829;3921.0;71.3;;57.6;;;;75.4;12.1;;
;80278;15615.89404;4716.0;70.5;;57.0;;;;74.41;11.9;;
;80279;11629.96942;3803.0;71.4;;56.2;;;;75.48;12.3;;
;80280;15130.69909;4978.0;70.4;;57.6;;;;74.41;12.0;;
;80281;12475.88424;3880.0;70.0;;57.4;;;;74.37;11.6;;
;80282;14953.125;4785.0;70.3;;57.5;;;;74.37;11.9;;
;80283;12920.26578;3889.0;70.9;;55.3;;;;75.51;13.8;;
;80284;16588.02817;4711.0;68.4;;58.4;;;;73.02;13.1;;
;80285;11951.14007;3669.0;71.4;;56.4;;;;76.09;13.8;;
;80286;13482.08469;4139.0;70.4;;56.8;;;;74.03;12.3;;
;80287;11746.0815;3747.0;71.0;;56.2;;;;75.74;12.9;;
;80288;16926.6055;5535.0;69.4;;57.6;;;;73.46;11.8;;
;80289;13869.96904;4480.0;71.2;;55.7;;;;75.65;13.1;;
;80290;15680.78176;4814.0;71.0;;55.4;;;;75.9;13.7;;
;80291;15256.88073;4989.0;69.8;;55.5;;;;74.52;13.0;;
;80292;14643.07692;4759.0;70.5;;55.8;;;;74.88;13.1;;
;80293;14315.78947;4624.0;71.8;;56.1;;;;75.94;11.9;;
;80294;15132.68608;4676.0;72.4;;54.0;;;;76.59;12.9;;
;80295;14282.13166;4556.0;69.9;;56.1;;;;74.32;12.0;;
;80296;15822.22222;4984.0;71.1;;54.8;;;;76.01;14.1;;
;80297;16444.08946;5147.0;71.4;;54.7;;;;75.73;13.3;;
;80298;14764.89028;4710.0;70.8;;57.2;;;;75.05;13.1;;
;80299;14329.07348;4485.0;72.3;;56.1;;;;76.35;12.9;;
;80300;17094.5122;5607.0;70.7;;57.5;;;;75.26;13.5;;
;80301;13761.00629;4376.0;70.5;;56.6;;;;75.0;12.7;;
;80302;14632.07547;4653.0;71.1;;56.7;;;;75.17;12.5;;
;80303;13950.76923;4534.0;72.3;;54.8;;;;77.03;13.1;;
;80304;17576.54723;5396.0;69.7;;57.8;;;;74.01;12.0;;
;80305;12132.68608;3749.0;70.8;;54.6;;;;75.66;15.0;;
;80306;13387.5;4284.0;69.6;;59.0;;;;73.64;10.2;;
;80307;13607.59494;4300.0;71.7;;55.8;;;;75.69;12.4;;
;80308;14283.01887;4542.0;69.6;;58.0;;;;73.34;10.4;;
;80309;14478.54785;4387.0;70.0;;57.3;;;;74.39;13.1;;
;80310;13626.54321;4415.0;69.5;;57.8;;;;73.08;10.1;;
;80311;15124.59016;4613.0;71.1;;55.7;;;;75.52;13.3;;
;80312;15419.04762;4857.0;70.2;;58.9;;;;73.92;10.6;;
;80313;15278.48101;4828.0;70.8;;57.2;;;;74.98;12.1;;
;80314;13626.19808;4265.0;69.2;;58.1;;;;73.66;11.3;;
;80315;15135.22013;4813.0;70.7;;56.5;;;;75.28;13.2;;
;80316;15313.29114;4839.0;71.1;;57.9;;;;74.82;11.9;;
;80317;14439.75904;4794.0;71.2;;56.9;;;;75.46;12.9;;
;80318;14428.13456;4718.0;71.9;;56.6;;;;75.86;11.1;;
;80319;14624.20382;4592.0;70.9;;56.3;;;;75.07;12.1;;
;80320;12280.8642;3979.0;71.7;;56.3;;;;75.12;11.1;;
;80321;11610.75949;3669.0;72.2;;56.1;;;;77.07;14.2;;
;80322;12695.65217;4088.0;71.9;;56.2;;;;76.58;12.2;;
;80323;10649.06832;3429.0;72.5;;56.6;;;;77.12;13.7;;
;80324;13524.42997;4152.0;73.1;;55.1;;;;77.95;14.0;;
;80325;10627.38854;3337.0;73.1;;56.0;;;;77.3;13.6;;
;80326;12936.90852;4101.0;72.5;;57.5;;;;76.18;12.5;;
;80327;11486.06811;3710.0;73.5;;55.9;;;;77.36;12.8;;
;80328;12138.36478;3860.0;72.9;;55.8;;;;77.54;13.0;;
;80329;10255.13196;3497.0;72.6;;57.1;;;;76.64;12.6;;
;80330;13102.80374;4206.0;73.3;;54.6;;;;77.69;13.6;;
;80331;9615.151515;3173.0;72.9;;55.5;;;;77.71;13.6;;
;80332;15968.45426;5062.0;73.5;;54.2;;;;78.58;14.4;;
;80333;9971.962617;3201.0;74.0;;53.3;;;;79.08;14.1;;
;80334;11630.30303;3838.0;75.0;;53.3;;;;79.64;14.2;;
;80335;12246.91358;3968.0;73.0;;56.0;;;;77.74;13.7;;
;80336;14972.30769;4866.0;73.0;;54.9;;;;77.6;12.8;;
;80337;10770.34884;3705.0;72.2;;57.5;;;;76.14;12.1;;
;80338;12932.74854;4423.0;73.2;;55.9;;;;77.46;13.1;;
;80339;8298.245614;2838.0;72.9;;56.0;;;;76.98;12.6;;
;80340;9587.896254;3327.0;74.0;;55.6;;;;78.18;12.7;;
;80341;23198.11321;7377.0;72.7;;56.8;;;;77.09;12.0;;
;80342;16181.51815;4903.0;70.6;;57.6;;;;75.66;14.0;;
;80343;13488.21549;4006.0;73.3;;54.8;;;;78.42;14.3;;
;80344;14791.27726;4748.0;71.8;;55.8;;;;76.39;13.2;;
;80345;11602.48447;3736.0;73.9;;55.5;;;;78.05;13.6;;
;80346;14128.52665;4507.0;72.9;;56.4;;;;76.69;12.2;;
;80347;12638.29787;4158.0;72.3;;57.4;;;;76.32;12.5;;
;80348;14772.45509;4934.0;73.2;;56.0;;;;77.34;12.3;;
;80349;9275.147929;3135.0;72.1;;58.1;;;;75.69;10.6;;
;80350;14610.2719;4836.0;73.0;;55.6;;;;76.93;12.8;;
;80351;9462.264151;3009.0;73.6;;55.4;;;;77.96;12.6;;
;80352;13610.94225;4478.0;71.8;;55.6;;;;76.43;12.1;;
;80353;9931.343284;3327.0;73.8;;54.0;;;;78.56;13.8;;
;80354;14274.39024;4682.0;73.0;;54.5;;;;77.99;13.7;;
;80355;10928.99408;3694.0;74.3;;52.8;;;;79.34;14.6;;
;80356;14433.13953;4965.0;74.2;;54.2;;;;78.72;13.4;;
;80357;10306.78466;3494.0;73.9;;55.1;;;;78.17;13.6;;
;80358;12277.93696;4285.0;73.0;;56.0;;;;77.34;13.7;;
;80359;9108.571429;3188.0;74.1;;54.0;;;;78.37;13.9;;
;80360;13269.56522;4578.0;73.2;;55.1;;;;77.59;13.4;;
;80361;11533.12303;3656.0;73.2;;54.5;;;;78.39;13.2;;
;80362;15221.53846;4947.0;74.4;;54.1;;;;78.81;12.7;;
;80363;11657.57576;3847.0;73.7;;54.8;;;;78.38;13.4;;
;80364;13490.38462;4209.0;72.5;;56.3;;;;76.97;11.9;;
;80365;12431.54762;4177.0;73.8;;54.1;;;;78.1;13.1;;
;80366;14794.3038;4675.0;72.4;;57.3;;;;76.58;13.4;;
;80367;15650.45593;5149.0;73.6;;56.0;;;;77.87;12.7;;
;80368;10743.44023;3685.0;74.4;;54.4;;;;78.98;15.0;;
